,hn_1,best_match,street_type,base_function,suffix_true,both_true
7354,99,NASSAU,ST,99 NASSAU ST,99 NASSAU ST,99 NASSAU ST
7355,97,HIGH,ST,97 HIGH ST,97 HIGH ST,97 HIGH ST
7356,247,GOLD,ST,247 GOLD ST,247 GOLD ST,247 GOLD ST
7357,219,GOLD,ST,219 GOLD ST,219 GOLD ST,219 GOLD ST
7358,75,AND 77 HENRY,ST,75 AND 77 HENRY ST,75 AND 77TH HENRY ST,75 AND 77TH HENRY ST
7359,206,W ASHINGTON,ST,206 W ASHINGTON ST,206 W ASHINGTON ST,206 W ASHINGTON ST
7360,189,GOLD,ST,189 GOLD ST,189 GOLD ST,189 GOLD ST
7361,163,JOHNSON,ST,163 JOHNSON ST,163 JOHNSON ST,163 JOHNSON ST
7362,75,,ST,75  ST,75  ST,75  ST
7363,83,MAIN,ST,83 MAIN ST,83 MAIN ST,83 MAIN ST
7364,NA,DUFFIELD AND TILLARY,ST,DUFFIELD AND TILLARY ST,DUFFIELD AND TILLARY ST,DUFFIELD AND TILLARY ST
7365,20,DEGRAW,ST,20 DEGRAW ST,20 DEGRAW ST,20 DEGRAW ST
7366,349,ATLANTIC,ST,349 ATLANTIC ST,349 ATLANTIC ST,349 ATLANTIC ST
7367,NA,LAFAYETTE AND NAVY,ST,LAFAYETTE AND NAVY ST,LAFAYETTE AND NAVY ST,LAFAYETTE AND NAVY ST
7368,16,DOUGLASS,ST,16 DOUGLASS ST,16 DOUGLASS ST,16 DOUGLASS ST
7369,51,REMSEN,ST,51 REMSEN ST,51 REMSEN ST,51 REMSEN ST
7370,365,HUDSON AVE,AVE,365 HUDSON AVE,365 HUDSON AVE,365 HUDSON AVE
7371,NA,WIDOW R 109 GOLD,ST,WIDOW R 109 GOLD ST,WIDOW R 109TH GOLD ST,WIDOW R 109TH GOLD ST
7372,88,PIERREPONT,PIER,88 PIERREPONT PIER,88 PIERREPONT PIER,88 PIERREPONT PIER
7373,NA,RAYMOND AND MYRTLE AVE ANDREW B HODGES SHERIFF AND AND KEEPER,AVE,RAYMOND AND MYRTLE AVE ANDREW B HODGES SHERIFF AND AND KEEPER AVE,RAYMOND AND MYRTLE AVE ANDREW B HODGES SHERIFF AND AND KEEPER AVE,RAYMOND AND MYRTLE AVE ANDREW B HODGES SHERIFF AND AND KEEPER AVE
7374,113,NAVY,ST,113 NAVY ST,113 NAVY ST,113 NAVY ST
7375,NA,HAMILTON AVE AND THE DOCK,AVE,HAMILTON AVE AND THE DOCK AVE,HAMILTON AVE AND THE DOCK AVE,HAMILTON AVE AND THE DOCK AVE
7376,310,ATLANTIC,ST,310 ATLANTIC ST,310 ATLANTIC ST,310 ATLANTIC ST
7377,34,CARLTON,ST,34 CARLTON ST,34 CARLTON ST,34 CARLTON ST
7378,167,HUDSON AVE,AVE,167 HUDSON AVE,167 HUDSON AVE,167 HUDSON AVE
7379,NA,MONTAGUE PL AND CLINTON,PL,MONTAGUE PL AND CLINTON PL,MONTAGUE PL AND CLINTON PL,MONTAGUE PL AND CLINTON PL
7380,NA,FLUSHING AND KENT AVE,AVE,FLUSHING AND KENT AVE,FLUSHING AND KENT AVE,FLUSHING AND KENT AVE
7381,NA,GOWANUS LN,LN,GOWANUS LN,GOWANUS LN,GOWANUS LN
7382,34,CARLTON,ST,34 CARLTON ST,34 CARLTON ST,34 CARLTON ST
7383,NA,BOND AND WARREN,ST,BOND AND WARREN ST,BOND AND WARREN ST,BOND AND WARREN ST
7384,107,SANDS,ST,107 SANDS ST,107 SANDS ST,107 SANDS ST
7385,NA,SCHERMERHORN AND BOERUM,ST,SCHERMERHORN AND BOERUM ST,SCHERMERHORN AND BOERUM ST,SCHERMERHORN AND BOERUM ST
7386,53,TALMAN,ST,53 TALMAN ST,53 TALMAN ST,53 TALMAN ST
7387,27,TALMAN,ST,27 TALMAN ST,27 TALMAN ST,27 TALMAN ST
7388,130,DUFFIELD,ST,130 DUFFIELD ST,130 DUFFIELD ST,130 DUFFIELD ST
7389,NA,BROOKLYN DIR EC TOR R,ST,BROOKLYN DIR EC TOR R ST,BROOKLYN DIR EC TOR R ST,BROOKLYN DIR EC TOR R ST
7390,162,ATLANTIC,ST,162 ATLANTIC ST,162 ATLANTIC ST,162 ATLANTIC ST
7391,52,STATE,ST,52 STATE ST,52 STATE ST,52 STATE ST
7392,NA,HENRY AND DEGRAW,ST,HENRY AND DEGRAW ST,HENRY AND DEGRAW ST,HENRY AND DEGRAW ST
7393,NA,MYRTLE AVE AND STANTON,ST,MYRTLE AVE AND STANTON ST,MYRTLE AVE AND STANTON ST,MYRTLE AVE AND STANTON ST
7394,5,BOERUM,ST,5 BOERUM ST,5 BOERUM ST,5 BOERUM ST
7395,NA,CLASSON AND FLUSHING AVE,AVE,CLASSON AND FLUSHING AVE,CLASSON AND FLUSHING AVE,CLASSON AND FLUSHING AVE
7396,37,CARLTON,ST,37 CARLTON ST,37 CARLTON ST,37 CARLTON ST
7397,NA,BEDFORD,ST,BEDFORD ST,BEDFORD ST,BEDFORD ST
7398,NA,CRIPPIEBUSH RD AND FLUSHING AVE,AVE,CRIPPIEBUSH RD AND FLUSHING AVE,CRIPPIEBUSH RD AND FLUSHING AVE,CRIPPIEBUSH RD AND FLUSHING AVE
7399,251,STATE,ST,251 STATE ST,251 STATE ST,251 STATE ST
7400,NA,FLUSHING AND CLASSON AVE,AVE,FLUSHING AND CLASSON AVE,FLUSHING AND CLASSON AVE,FLUSHING AND CLASSON AVE
7401,NA,FLUSHING AND CLINTON AVE,AVE,FLUSHING AND CLINTON AVE,FLUSHING AND CLINTON AVE,FLUSHING AND CLINTON AVE
7402,NA,WATER AND JAY,ST,WATER AND JAY ST,WATER AND JAY ST,WATER AND JAY ST
7403,NA,PLYMOUTH AND JAY,ST,PLYMOUTH AND JAY ST,PLYMOUTH AND JAY ST,PLYMOUTH AND JAY ST
7404,NA,JOHN AND GOLD,ST,JOHN AND GOLD ST,JOHN AND GOLD ST,JOHN AND GOLD ST
7405,39,HUDSON AVE,AVE,39 HUDSON AVE,39 HUDSON AVE,39 HUDSON AVE
7406,243,MARSHALL,ST,243 MARSHALL ST,243 MARSHALL ST,243 MARSHALL ST
7407,152,NASSAU,ST,152 NASSAU ST,152 NASSAU ST,152 NASSAU ST
7408,NA,BOERUM AND BERGEN,ST,BOERUM AND BERGEN ST,BOERUM AND BERGEN ST,BOERUM AND BERGEN ST
7409,NA,CRIPPLEBUSH RD AND OID WALLABOUT RD,ST,CRIPPLEBUSH RD AND OID WALLABOUT RD ST,CRIPPLEBUSH RD AND OID WALLABOUT RD ST,CRIPPLEBUSH RD AND OID WALLABOUT RD ST
7410,389,HUDSON AVE,AVE,389 HUDSON AVE,389 HUDSON AVE,389 HUDSON AVE
7411,NA,NAVY AND BOLIVAR,ST,NAVY AND BOLIVAR ST,NAVY AND BOLIVAR ST,NAVY AND BOLIVAR ST
7412,193,MYRTLE AVE,AVE,193 MYRTLE AVE,193 MYRTLE AVE,193 MYRTLE AVE
7413,NA,SPENCERN AND MYRTLE AVE,AVE,SPENCERN AND MYRTLE AVE,SPENCERN AND MYRTLE AVE,SPENCERN AND MYRTLE AVE
7414,NA,NAVY AND BOLIVAR,ST,NAVY AND BOLIVAR ST,NAVY AND BOLIVAR ST,NAVY AND BOLIVAR ST
7415,NA,BOLIVAR AND NAVY,ST,BOLIVAR AND NAVY ST,BOLIVAR AND NAVY ST,BOLIVAR AND NAVY ST
7416,14,BUTLER,ST,14 BUTLER ST,14 BUTLER ST,14 BUTLER ST
7417,NA,FRANKLIN 15 FULTON,ST,FRANKLIN 15 FULTON ST,FRANKLIN 15TH FULTON ST,FRANKLIN 15TH FULTON ST
7418,109,NAVY,ST,109 NAVY ST,109 NAVY ST,109 NAVY ST
7419,NA,CLINTON 3 AVE AND 27 GOWANUS,AVE,CLINTON 3 AVE AND 27 GOWANUS AVE,CLINTON 3RD AVE AND 27 GOWANUS AVE,CLINTON 3RD AVE AND 27 GOWANUS AVE
7420,NA,WARREN AND SMITH,ST,WARREN AND SMITH ST,WARREN AND SMITH ST,WARREN AND SMITH ST
7421,55,ATLANTIC,ST,55 ATLANTIC ST,55 ATLANTIC ST,55 ATLANTIC ST
7422,31,COTTAGE ROW FURMAN,ROW,31 COTTAGE ROW FURMAN ROW,31 COTTAGE ROW FURMAN ROW,31 COTTAGE ROW FURMAN ROW
7423,NA,KENT AND MYRTLE AVE,AVE,KENT AND MYRTLE AVE,KENT AND MYRTLE AVE,KENT AND MYRTLE AVE
7424,NA,FULTON AVE AND PEARL,AVE,FULTON AVE AND PEARL AVE,FULTON AVE AND PEARL AVE,FULTON AVE AND PEARL AVE
7425,116,HIGH,ST,116 HIGH ST,116 HIGH ST,116 HIGH ST
7426,NA,MONROE PL AND PIERRCPONT,PL,MONROE PL AND PIERRCPONT PL,MONROE PL AND PIERRCPONT PL,MONROE PL AND PIERRCPONT PL
7427,156,HENRY,ST,156 HENRY ST,156 HENRY ST,156 HENRY ST
7428,NA,16S WASHINGTON,ST,16S WASHINGTON ST,16THS WASHINGTON ST,16THS WASHINGTON ST
7429,NA,FRANKLIN AVE,AVE,FRANKLIN AVE,FRANKLIN AVE,FRANKLIN AVE
7430,NA,SMITH AND BUTLER,ST,SMITH AND BUTLER ST,SMITH AND BUTLER ST,SMITH AND BUTLER ST
7431,80,FULTON AVE OP JAY,AVE,80 FULTON AVE OP JAY AVE,80 FULTON AVE OP JAY AVE,80 FULTON AVE OP JAY AVE
7432,NA,MYRTLE AND CLASSON AVE,AVE,MYRTLE AND CLASSON AVE,MYRTLE AND CLASSON AVE,MYRTLE AND CLASSON AVE
7433,112,BRG,ST,112 BRG ST,112 BRG ST,112 BRG ST
7434,86,WILLOUGHBY,ST,86 WILLOUGHBY ST,86 WILLOUGHBY ST,86 WILLOUGHBY ST
7435,NA,SKILLMAN AND DE KALB AVE,AVE,SKILLMAN AND DE KALB AVE,SKILLMAN AND DE KALB AVE,SKILLMAN AND DE KALB AVE
7436,1,DEGRAW,ST,1 DEGRAW ST,1 DEGRAW ST,1 DEGRAW ST
7437,195,GOLD,ST,195 GOLD ST,195 GOLD ST,195 GOLD ST
7438,NA,STEWART AND YORK,ST,STEWART AND YORK ST,STEWART AND YORK ST,STEWART AND YORK ST
7439,124,HUDSON AVE,AVE,124 HUDSON AVE,124 HUDSON AVE,124 HUDSON AVE
7440,129,CT,ST,129 CT ST,129 CT ST,129 CT ST
7441,NA,KENT AVE NORTH,AVE,KENT AVE NORTH AVE,KENT AVE NORTH AVE,KENT AVE NORTH AVE
7442,NA,NAVY AND BOLIVAR,ST,NAVY AND BOLIVAR ST,NAVY AND BOLIVAR ST,NAVY AND BOLIVAR ST
7443,NA,SACKETT AND COLUMBIA,ST,SACKETT AND COLUMBIA ST,SACKETT AND COLUMBIA ST,SACKETT AND COLUMBIA ST
7444,28,HUDSON AVE,AVE,28 HUDSON AVE,28 HUDSON AVE,28 HUDSON AVE
7445,NA,CARLTON AND MYRTLE AVE,AVE,CARLTON AND MYRTLE AVE,CARLTON AND MYRTLE AVE,CARLTON AND MYRTLE AVE
7446,NA,S CROSS DOCK KENT AVE NORTH,AVE,S CROSS DOCK KENT AVE NORTH AVE,S CROSS DOCK KENT AVE NORTH AVE,S CROSS DOCK KENT AVE NORTH AVE
7447,15,SCHERMERHORN,ST,15 SCHERMERHORN ST,15 SCHERMERHORN ST,15 SCHERMERHORN ST
7448,22,JORALEMON,ST,22 JORALEMON ST,22 JORALEMON ST,22 JORALEMON ST
7449,NA,HICKS AND HAMILTON AVE,AVE,HICKS AND HAMILTON AVE,HICKS AND HAMILTON AVE,HICKS AND HAMILTON AVE
7450,NA,SANDS AND BRG,BRG,SANDS AND BRG,SANDS AND BRG,SANDS AND BRG
7451,NA,BEDFORD AVE AND WILLOUGHBY,AVE,BEDFORD AVE AND WILLOUGHBY AVE,BEDFORD AVE AND WILLOUGHBY AVE,BEDFORD AVE AND WILLOUGHBY AVE
7452,33,TILLARY,ST,33 TILLARY ST,33 TILLARY ST,33 TILLARY ST
7453,NA,PEARL AND FRONT,ST,PEARL AND FRONT ST,PEARL AND FRONT ST,PEARL AND FRONT ST
7454,14,CARLL,ST,14 CARLL ST,14 CARLL ST,14 CARLL ST
7455,NA,DEGRAW AND COLUMBIA,ST,DEGRAW AND COLUMBIA ST,DEGRAW AND COLUMBIA ST,DEGRAW AND COLUMBIA ST
7456,96,PRINCE,ST,96 PRINCE ST,96 PRINCE ST,96 PRINCE ST
7457,13,PRINCE,ST,13 PRINCE ST,13 PRINCE ST,13 PRINCE ST
7458,114,ADAMS,ST,114 ADAMS ST,114 ADAMS ST,114 ADAMS ST
7459,NA,JOHNSON H PEARL AND JAY,ST,JOHNSON H PEARL AND JAY ST,JOHNSON H PEARL AND JAY ST,JOHNSON H PEARL AND JAY ST
7460,21,STATE,ST,21 STATE ST,21 STATE ST,21 STATE ST
7461,138,CARLL,ST,138 CARLL ST,138 CARLL ST,138 CARLL ST
7462,99,PRINCE,ST,99 PRINCE ST,99 PRINCE ST,99 PRINCE ST
7463,NA,CLERMONT AND MYRTLE AVE,AVE,CLERMONT AND MYRTLE AVE,CLERMONT AND MYRTLE AVE,CLERMONT AND MYRTLE AVE
7464,80,SANDS,ST,80 SANDS ST,80 SANDS ST,80 SANDS ST
7465,128,SANDS,ST,128 SANDS ST,128 SANDS ST,128 SANDS ST
7466,85,PROSPECT,ST,85 PROSPECT ST,85 PROSPECT ST,85 PROSPECT ST
7467,NA,KENT AVE NORTH OP NAVY YARD,AVE,KENT AVE NORTH OP NAVY YARD AVE,KENT AVE NORTH OP NAVY YARD AVE,KENT AVE NORTH OP NAVY YARD AVE
7468,NA,MYRTLE AND KENT AVE,AVE,MYRTLE AND KENT AVE,MYRTLE AND KENT AVE,MYRTLE AND KENT AVE
7469,NA,PEARL AND JOHN,ST,PEARL AND JOHN ST,PEARL AND JOHN ST,PEARL AND JOHN ST
7470,208,HIGH,ST,208 HIGH ST,208 HIGH ST,208 HIGH ST
7471,NA,MYRTLE AND KENT AVE,AVE,MYRTLE AND KENT AVE,MYRTLE AND KENT AVE,MYRTLE AND KENT AVE
7472,290,HUDSON AVE,AVE,290 HUDSON AVE,290 HUDSON AVE,290 HUDSON AVE
7473,NA,KENT AVE NORTH,AVE,KENT AVE NORTH AVE,KENT AVE NORTH AVE,KENT AVE NORTH AVE
7474,NA,CLASSON AND FLUSHING AVE,AVE,CLASSON AND FLUSHING AVE,CLASSON AND FLUSHING AVE,CLASSON AND FLUSHING AVE
7475,NA,HUDSON AVE AND JOHN,AVE,HUDSON AVE AND JOHN AVE,HUDSON AVE AND JOHN AVE,HUDSON AVE AND JOHN AVE
7476,165,JAY,ST,165 JAY ST,165 JAY ST,165 JAY ST
7477,20,S HARTL ALY,ALY,20 S HARTL ALY,20 S HARTL ALY,20 S HARTL ALY
7478,NA,SS YORK,ST,SS YORK ST,SS YORK ST,SS YORK ST
7479,NA,4 AVE AND 20 GOWANUS,AVE,4 AVE AND 20 GOWANUS AVE,4TH AVE AND 20 GOWANUS AVE,4TH AVE AND 20 GOWANUS AVE
7480,5,HUDSON AVE,AVE,5 HUDSON AVE,5 HUDSON AVE,5 HUDSON AVE
7481,NA,JAY AND BRG H 175 BRG,BRG,JAY AND BRG H 175 BRG,JAY AND BRG H 175TH BRG,JAY AND BRG H 175TH BRG
7482,22,STANTON,ST,22 STANTON ST,22 STANTON ST,22 STANTON ST
7483,81,CRANBERRY,ST,81 CRANBERRY ST,81 CRANBERRY ST,81 CRANBERRY ST
7484,38,SANDS,ST,38 SANDS ST,38 SANDS ST,38 SANDS ST
7485,7,WILLOUGHBY,ST,7 WILLOUGHBY ST,7 WILLOUGHBY ST,7 WILLOUGHBY ST
7486,76,NASSAU,ST,76 NASSAU ST,76 NASSAU ST,76 NASSAU ST
7487,667,HUDSON AVE,AVE,667 HUDSON AVE,667 HUDSON AVE,667 HUDSON AVE
7488,2,STANTON,ST,2 STANTON ST,2 STANTON ST,2 STANTON ST
7489,NA,WASHINGTON AND ADAMS H 126 NASSAU,ST,WASHINGTON AND ADAMS H 126 NASSAU ST,WASHINGTON AND ADAMS H 126TH NASSAU ST,WASHINGTON AND ADAMS H 126TH NASSAU ST
7490,91,DUFFIELD,ST,91 DUFFIELD ST,91 DUFFIELD ST,91 DUFFIELD ST
7491,NA,3 AVE AND 22D GOWANUS,AVE,3 AVE AND 22D GOWANUS AVE,3RD AVE AND 22D GOWANUS AVE,3RD AVE AND 22D GOWANUS AVE
7492,105,AND LOLPINEAPPLE,ST,105 AND LOLPINEAPPLE ST,105 AND LOLPINEAPPLE ST,105 AND LOLPINEAPPLE ST
7493,NA,BALTIC AND HENRY,ST,BALTIC AND HENRY ST,BALTIC AND HENRY ST,BALTIC AND HENRY ST
7494,NA,VANDERBILT AND PARK AVE,AVE,VANDERBILT AND PARK AVE,VANDERBILT AND PARK AVE,VANDERBILT AND PARK AVE
7495,NA,WALLABOUT RD AND DIVISION AVE,AVE,WALLABOUT RD AND DIVISION AVE,WALLABOUT RD AND DIVISION AVE,WALLABOUT RD AND DIVISION AVE
7496,62,BRG,ST,62 BRG ST,62 BRG ST,62 BRG ST
7497,NA,AMITY AND HICKS,ST,AMITY AND HICKS ST,AMITY AND HICKS ST,AMITY AND HICKS ST
7498,NA,17 AND 3D AVE GOWANUS,AVE,17 AND 3D AVE GOWANUS AVE,17TH AND 3D AVE GOWANUS AVE,17TH AND 3D AVE GOWANUS AVE
7499,24,STANTON,ST,24 STANTON ST,24 STANTON ST,24 STANTON ST
7500,NA,JOHNSON AND BRG,BRG,JOHNSON AND BRG,JOHNSON AND BRG,JOHNSON AND BRG
7501,NA,MYRTLE AVE AND RAYMOND,AVE,MYRTLE AVE AND RAYMOND AVE,MYRTLE AVE AND RAYMOND AVE,MYRTLE AVE AND RAYMOND AVE
7502,NA,IG8 PEARL,ST,IG8 PEARL ST,IG8TH PEARL ST,IG8TH PEARL ST
7503,NA,KENT AVE NORTH,AVE,KENT AVE NORTH AVE,KENT AVE NORTH AVE,KENT AVE NORTH AVE
7504,271,HUDSON AVE,AVE,271 HUDSON AVE,271 HUDSON AVE,271 HUDSON AVE
7505,NA,GOWANUS RD,ST,GOWANUS RD ST,GOWANUS RD ST,GOWANUS RD ST
7506,NA,S JOHN CHURCH MYRTLE AVE AND JAY,AVE,S JOHN CHURCH MYRTLE AVE AND JAY AVE,S JOHN CHURCH MYRTLE AVE AND JAY AVE,S JOHN CHURCH MYRTLE AVE AND JAY AVE
7507,NA,1 JUDGE OF THE COUNTY,ST,1 JUDGE OF THE COUNTY ST,1ST JUDGE OF THE COUNTY ST,1ST JUDGE OF THE COUNTY ST
7508,NA,FULTON AVE H WASHINGTON AND CLASSON AVE,AVE,FULTON AVE H WASHINGTON AND CLASSON AVE,FULTON AVE H WASHINGTON AND CLASSON AVE,FULTON AVE H WASHINGTON AND CLASSON AVE
7509,58,MAIN,ST,58 MAIN ST,58 MAIN ST,58 MAIN ST
7510,NA,CT AND AMITY,ST,CT AND AMITY ST,CT AND AMITY ST,CT AND AMITY ST
7511,10,DEAN 194 BROOKLYN DIRECTORY,ST,10 DEAN 194 BROOKLYN DIRECTORY ST,10 DEAN 194TH BROOKLYN DIRECTORY ST,10 DEAN 194TH BROOKLYN DIRECTORY ST
7512,72,HICKS,ST,72 HICKS ST,72 HICKS ST,72 HICKS ST
7513,NA,DEGRAW AND CT,CT,DEGRAW AND CT,DEGRAW AND CT,DEGRAW AND CT
7514,177,FULTON,ST,177 FULTON ST,177 FULTON ST,177 FULTON ST
7515,42,PACIFIC,ST,42 PACIFIC ST,42 PACIFIC ST,42 PACIFIC ST
7516,380,HUDSON AVE,AVE,380 HUDSON AVE,380 HUDSON AVE,380 HUDSON AVE
7517,47,HUDSON AVE,AVE,47 HUDSON AVE,47 HUDSON AVE,47 HUDSON AVE
7518,NA,BEDFORD AVE,AVE,BEDFORD AVE,BEDFORD AVE,BEDFORD AVE
7519,NA,FURMAN AND STATE,ST,FURMAN AND STATE ST,FURMAN AND STATE ST,FURMAN AND STATE ST
7520,97,NASSAU,ST,97 NASSAU ST,97 NASSAU ST,97 NASSAU ST
7521,108,NAVY,ST,108 NAVY ST,108 NAVY ST,108 NAVY ST
7522,99,HIGH,ST,99 HIGH ST,99 HIGH ST,99 HIGH ST
7523,305,FULTON,ST,305 FULTON ST,305 FULTON ST,305 FULTON ST
7524,NA,NAVY,ST,NAVY ST,NAVY ST,NAVY ST
7525,31,CHAPEL,ST,31 CHAPEL ST,31 CHAPEL ST,31 CHAPEL ST
7526,NA,GRAHAM AND FLUSHING AVE,AVE,GRAHAM AND FLUSHING AVE,GRAHAM AND FLUSHING AVE,GRAHAM AND FLUSHING AVE
7527,325,WATER,ST,325 WATER ST,325 WATER ST,325 WATER ST
7528,NA,FRANKLIN AND MYRTLE AVE,AVE,FRANKLIN AND MYRTLE AVE,FRANKLIN AND MYRTLE AVE,FRANKLIN AND MYRTLE AVE
7529,99,PEARL,ST,99 PEARL ST,99 PEARL ST,99 PEARL ST
7530,NA,COLUMBIA AND SACKETT,ST,COLUMBIA AND SACKETT ST,COLUMBIA AND SACKETT ST,COLUMBIA AND SACKETT ST
7531,NA,VANDERBILT AND PARK AVE,AVE,VANDERBILT AND PARK AVE,VANDERBILT AND PARK AVE,VANDERBILT AND PARK AVE
7532,220,FRONT,ST,220 FRONT ST,220 FRONT ST,220 FRONT ST
7533,197,GOLD,ST,197 GOLD ST,197 GOLD ST,197 GOLD ST
7534,55,ATLANTIC,ST,55 ATLANTIC ST,55 ATLANTIC ST,55 ATLANTIC ST
7535,NA,ATLANTIC AVE AND HAMPDEN,AVE,ATLANTIC AVE AND HAMPDEN AVE,ATLANTIC AVE AND HAMPDEN AVE,ATLANTIC AVE AND HAMPDEN AVE
7536,70,PINEAPPLE,ST,70 PINEAPPLE ST,70 PINEAPPLE ST,70 PINEAPPLE ST
7537,NA,KENT AVE NORTH,AVE,KENT AVE NORTH AVE,KENT AVE NORTH AVE,KENT AVE NORTH AVE
7538,NA,KENT AVE NORTH OP NAVY Y ARD,AVE,KENT AVE NORTH OP NAVY Y ARD AVE,KENT AVE NORTH OP NAVY Y ARD AVE,KENT AVE NORTH OP NAVY Y ARD AVE
7539,NA,SMITH AND WARREN,ST,SMITH AND WARREN ST,SMITH AND WARREN ST,SMITH AND WARREN ST
7540,NA,LAF AYETTE AND CANTON,ST,LAF AYETTE AND CANTON ST,LAF AYETTE AND CANTON ST,LAF AYETTE AND CANTON ST
7541,61,NASSAU,ST,61 NASSAU ST,61 NASSAU ST,61 NASSAU ST
7542,221,ADAMS,ST,221 ADAMS ST,221 ADAMS ST,221 ADAMS ST
7543,NA,DEAN AND BOERUM,ST,DEAN AND BOERUM ST,DEAN AND BOERUM ST,DEAN AND BOERUM ST
7544,126,YORK,ST,126 YORK ST,126 YORK ST,126 YORK ST
7545,NA,MYRTLE AVE AND SPENCER,AVE,MYRTLE AVE AND SPENCER AVE,MYRTLE AVE AND SPENCER AVE,MYRTLE AVE AND SPENCER AVE
7546,80,NASSAU,ST,80 NASSAU ST,80 NASSAU ST,80 NASSAU ST
7547,57,ATLANTIC,ST,57 ATLANTIC ST,57 ATLANTIC ST,57 ATLANTIC ST
7548,91,LAWRENCE,ST,91 LAWRENCE ST,91 LAWRENCE ST,91 LAWRENCE ST
7549,128,CARLL,ST,128 CARLL ST,128 CARLL ST,128 CARLL ST
7550,205,HIGH,ST,205 HIGH ST,205 HIGH ST,205 HIGH ST
7551,40,MAIN,ST,40 MAIN ST,40 MAIN ST,40 MAIN ST
7552,138,JOHNSON,ST,138 JOHNSON ST,138 JOHNSON ST,138 JOHNSON ST
7553,71,CLARK,ST,71 CLARK ST,71 CLARK ST,71 CLARK ST
7554,NA,,ST,NA,NA,NA
7555,42,SYDNEY PL,PL,42 SYDNEY PL,42 SYDNEY PL,42 SYDNEY PL
7556,38,DEGRAW,ST,38 DEGRAW ST,38 DEGRAW ST,38 DEGRAW ST
7557,124,PRINCE,ST,124 PRINCE ST,124 PRINCE ST,124 PRINCE ST
7558,18,CUMBERLAND,ST,18 CUMBERLAND ST,18 CUMBERLAND ST,18 CUMBERLAND ST
7559,191,FULTON,ST,191 FULTON ST,191 FULTON ST,191 FULTON ST
7560,NA,WILLOW AND AMITY,ST,WILLOW AND AMITY ST,WILLOW AND AMITY ST,WILLOW AND AMITY ST
7561,31,,ST,31  ST,31  ST,31  ST
7562,188,SANDS,ST,188 SANDS ST,188 SANDS ST,188 SANDS ST
7563,116,PROSPECT,ST,116 PROSPECT ST,116 PROSPECT ST,116 PROSPECT ST
7564,195,ADAMS,ST,195 ADAMS ST,195 ADAMS ST,195 ADAMS ST
7565,13,BALTIC,ST,13 BALTIC ST,13 BALTIC ST,13 BALTIC ST
7566,2,LIBERTY,ST,2 LIBERTY ST,2 LIBERTY ST,2 LIBERTY ST
7567,NA,AMERICAN 26 FULTON,ST,AMERICAN 26 FULTON ST,AMERICAN 26TH FULTON ST,AMERICAN 26TH FULTON ST
7568,NA,22D AND 4 AVE GOWANUS,AVE,22D AND 4 AVE GOWANUS AVE,22NDD AND 4 AVE GOWANUS AVE,22NDD AND 4 AVE GOWANUS AVE
7569,28,COTTAGE ROW FURMAN,ROW,28 COTTAGE ROW FURMAN ROW,28 COTTAGE ROW FURMAN ROW,28 COTTAGE ROW FURMAN ROW
7570,153,NASSAU,ST,153 NASSAU ST,153 NASSAU ST,153 NASSAU ST
7571,10,CARLL,ST,10 CARLL ST,10 CARLL ST,10 CARLL ST
7572,67,TILLARY,ST,67 TILLARY ST,67 TILLARY ST,67 TILLARY ST
7573,109,BRG,ST,109 BRG ST,109 BRG ST,109 BRG ST
7574,251,GOLD,ST,251 GOLD ST,251 GOLD ST,251 GOLD ST
7575,181,FULTON,ST,181 FULTON ST,181 FULTON ST,181 FULTON ST
7576,NA,BEDFORD AVE AND HICKORY,AVE,BEDFORD AVE AND HICKORY AVE,BEDFORD AVE AND HICKORY AVE,BEDFORD AVE AND HICKORY AVE
7577,31,DOUGLASS,ST,31 DOUGLASS ST,31 DOUGLASS ST,31 DOUGLASS ST
7578,NA,,ST,NA,NA,NA
7579,NA,LEATHER DRESSER 153 NASSAU,DR,LEATHER DRESSER 153 NASSAU DR,LEATHER DRESSER 153RD NASSAU DR,LEATHER DRESSER 153RD NASSAU DR
7580,104,PROSPECT 101 JAY,ST,104 PROSPECT 101 JAY ST,104 PROSPECT 101ST JAY ST,104 PROSPECT 101ST JAY ST
7581,139,TILLARY,ST,139 TILLARY ST,139 TILLARY ST,139 TILLARY ST
7582,88,HUDSON AVE,AVE,88 HUDSON AVE,88 HUDSON AVE,88 HUDSON AVE
7583,28,FULTON,ST,28 FULTON ST,28 FULTON ST,28 FULTON ST
7584,14,JAY,ST,14 JAY ST,14 JAY ST,14 JAY ST
7585,69,JOHNSON,ST,69 JOHNSON ST,69 JOHNSON ST,69 JOHNSON ST
7586,NA,S U NAVAL OFFICE DEAN AND POWERS,ST,S U NAVAL OFFICE DEAN AND POWERS ST,S U NAVAL OFFICE DEAN AND POWERS ST,S U NAVAL OFFICE DEAN AND POWERS ST
7587,52,GREEN LN,LN,52 GREEN LN,52 GREEN LN,52 GREEN LN
7588,NA,FRANKLIN AVE AND HICKORY,AVE,FRANKLIN AVE AND HICKORY AVE,FRANKLIN AVE AND HICKORY AVE,FRANKLIN AVE AND HICKORY AVE
7589,104,HUDSON AVE,AVE,104 HUDSON AVE,104 HUDSON AVE,104 HUDSON AVE
7590,92,PEARL,ST,92 PEARL ST,92 PEARL ST,92 PEARL ST
7591,118,YORK,ST,118 YORK ST,118 YORK ST,118 YORK ST
