Full Address,H Status-flag,H Address,H House Number,H Street Name,H City,Address 2,Address 2 House Number,Address 2 Street Name,Address 2 City,new h address-flag,new h house number,new h street name,new h city,new h county,unidentified h info,new h street 1,new h street 2,new h street type,h house number modifier,new address2 house number,new address2 street name,new address2 street 1,new address2 street 2,new address2 street type,new address2 city,new address2 county,unidentified address2 info,address2 house number modifier
48 Fulton h 56 Fulton,Assume,48 FULTON H 56 FULTON,48,FULTON H 56 FULTON,,,,,,h in between,56,FULTON,,,H,,,,,48,FULTON,,,,,,,
66 Broad N Y n Fulton av h 20 Willow place,Assume,66 BROAD N Y N FULTON AV H 20 WILLOW PLACE,66,BROAD N Y N FULTON AV H 20 WILLOW PLACE,,,,,,h in between,20,WILLOW PL,,,ACE,,,,,66,FULTON,,,,,,BROAD N Y N  AV,
92 Main h 78 Clark,Assume,92 MAIN H 78 CLARK,92,MAIN H 78 CLARK,,,,,,h in between,78,CLARK,,,H,,,,,92,MAIN,,,,,,,
Duffield n Myrtle av h 132 Willoughby,Assume,DUFFIELD N MYRTLE AV H 132 WILLOUGHBY,,,DUFFIELD N MYRTLE AV H 132 WILLOUGHBY,,,,,h in between,132,WILLOUGHBY,,,H,,,,,,DUFFIELD,,,,,,N MYRTLE AV,
clerk leather manfÃ¢ÂÂrsbk. NY h 59 Johnson,Assume,CLERK LEATHER MANFÃÂÂRSBK. NY H 59 JOHNSON,,,CLERK LEATHER MANFÃ¢ÂÂRSBK. NY H 59 JOHNSON,,,,,h in between,59,JOHNSON,,,H,,,,,,,,,,NY,,CLERK LEATHER MANFÃÂÂRSBK.,
nail maufÃ¢ÂÂr. Jersey city h 116 Sands,Assume,NAIL MAUFÃÂÂR. JERSEY CITY H 116 SANDS,,,NAIL MAUFÃ¢ÂÂR. JERSEY CITY H 116 SANDS,,,,,h in between,116,SANDS,,,H,,,,,,,,,,JERSEY CITY,,NAIL MAUFÃÂÂR.,
N Y h 14 Sackett,Assume,N Y H 14 SACKETT,,,N Y H 14 SACKETT,,,,,h in between,14,SACKETT,,,H,,,,,,,,,,,,N Y,
13 Gold N Y h 19 Schermerhorn,Assume,13 GOLD N Y H 19 SCHERMERHORN,13,GOLD N Y H 19 SCHERMERHORN,,,,,,h in between,19,SCHERMERHORN,,,H,,,,,13,GOLD,,,,,,N Y,
15 Water N Y h 79 State,Assume,15 WATER N Y H 79 STATE,15,WATER N Y H 79 STATE,,,,,,h in between,79,STATE,,,H,,,,,15,WATER,,,,,,N Y,
cu.stom house N Y h 44 Degraw,Assume,CU.STOM HOUSE N Y H 44 DEGRAW,,,CU.STOM HOUSE N Y H 44 DEGRAW,,,,,h in between,44,DEGRAW,,,H,,,,,,,,,,,,CU.STOM HOUSE N Y,
N Y h 143 York,Assume,N Y H 143 YORK,,,N Y H 143 YORK,,,,,h in between,143,YORK,,,H,,,,,,,,,,,,N Y,
273 Fulton h 26S Washington,Assume,273 FULTON H 26S WASHINGTON,273,FULTON H 26S WASHINGTON,,,,,,h in between,,WASHINGTON,,,26S,,,,,273,FULTON,,,,,,,
70 William N YÃ¢ÂÂ h 106 Harrison,Assume,70 WILLIAM N YÃÂÂ H 106 HARRISON,70,WILLIAM N YÃ¢ÂÂ H 106 HARRISON,,,,,,h in between,,106,HARRIS,,ON,,,,,70,WILLIAM,,,,,,N YÃÂÂ,
1 South N Y h 9 W'yckoff,Assume,1 SOUTH N Y H 9 W'YCKOFF,1,SOUTH N Y H 9 W'YCKOFF,,,,,,h in between,,9,,,W'YCKOFF,,,,,,1,,,,,,SOUTH N Y,
N Y h 125 Willow,Assume,N Y H 125 WILLOW,,,N Y H 125 WILLOW,,,,,h in between,125,WILLOW,,,H,,,,,,,,,,,,N Y,
8 South N Y h Livingston n Smith,Assume,8 SOUTH N Y H LIVINGSTON N SMITH,8,SOUTH N Y H LIVINGSTON N SMITH,,,,,,h in between,,LIVINGSTON,,,N SMITH,,,,,,8,,,,,,SOUTH N Y,
N Y h Union n Clinton,Assume,N Y H UNION N CLINTON,,,N Y H UNION N CLINTON,,,,,h in between,,CLINTON,,UNION,N,,,,,,,,,,,,N Y,
N Y h 63 Hicks,Assume,N Y H 63 HICKS,,,N Y H 63 HICKS,,,,,h in between,63,HICKS,,,H,,,,,,,,,,,,N Y,
Atlantic dock h President n Columbia,Assume,ATLANTIC DOCK H PRESIDENT N COLUMBIA,,,ATLANTIC DOCK H PRESIDENT N COLUMBIA,,,,,h in between,,PRESIDENT,,COLUMBIA,N,,,,,,ATLANTIC DOCK,,,,,,,
37 Burling slip N Y h 70 Adams,Assume,37 BURLING SLIP N Y H 70 ADAMS,37,BURLING SLIP N Y H 70 ADAMS,,,,,,h in between,70,ADAMS,,,H,,,,,37,BURLING SLIP,,,,,,N Y,
mer. Old slip N Y h 56 State,Assume,MER. OLD SLIP N Y H 56 STATE,,,MER. OLD SLIP N Y H 56 STATE,,,,,h in between,56,STATE,,,H,,,,,,OLD SLIP,,,,,,MER.  N Y,
N Y h 19 Baltic,Assume,N Y H 19 BALTIC,,,N Y H 19 BALTIC,,,,,h in between,19,BALTIC,,,H,,,,,,,,,,,,N Y,
N Y h 36 Livingston,Assume,N Y H 36 LIVINGSTON,,,N Y H 36 LIVINGSTON,,,,,h in between,36,LIVINGSTON,,,H,,,,,,,,,,,,N Y,
127 Maiden lane N Y h 132 Columbia,Assume,127 MAIDEN LANE N Y H 132 COLUMBIA,127,MAIDEN LANE N Y H 132 COLUMBIA,,,,,,h in between,132,COLUMBIA,,,H,,,,,127,MAIDEN LA,,,,,,NE N Y,
N Y h 190 Bridge,Assume,N Y H 190 BRIDGE,,,N Y H 190 BRIDGE,,,,,h in between,190,RIDGE,,,B,,,,,,,,,,,,N Y,
Water n Fulton h 230 3d st N Y,Assume,WATER N FULTON H 230 3D ST N Y,,,WATER N FULTON H 230 3D ST N Y,,,,,h in between,230,3,,,20 D ST N Y,,,,,,FULTON,,,,,,WATER N,
61 Atlantic h Rahway N J,Assume,61 ATLANTIC H RAHWAY N J,61,ATLANTIC H RAHWAY N J,,,,,,h in between,,,RAHWAY,,N J,,,,,61,ATLANTIC,,,,,,,
307 Fulton h 51 Sands,Assume,307 FULTON H 51 SANDS,307,FULTON H 51 SANDS,,,,,,h in between,51,SANDS,,,H,,,,,307,FULTON,,,,,,,
N Y h 86 Duffield,Assume,N Y H 86 DUFFIELD,,,N Y H 86 DUFFIELD,,,,,h in between,86,DUFFIELD,,,H,,,,,,,,,,,,N Y,
Willow e Columbia h 54 Baltic,Assume,WILLOW E COLUMBIA H 54 BALTIC,,,WILLOW E COLUMBIA H 54 BALTIC,,,,,h in between,54,BALTIC,,,H,,,,,,COLUMBIA,,,,,,WILLOW E,
188 Pearl N Y h 49 Remsen,Assume,188 PEARL N Y H 49 REMSEN,188,PEARL N Y H 49 REMSEN,,,,,,h in between,49,REMSEN,,,H,,,,,188,PEARL,,,,,,N Y,
Hoyt n Livingston h 284 Gold,Assume,HOYT N LIVINGSTON H 284 GOLD,,,HOYT N LIVINGSTON H 284 GOLD,,,,,h in between,284,GOLD,,,H,,,,,,LIVINGSTON,,,,,,HOYT N,
"lime and cement yard foot of , Pacific h 96 Henry",Assume,"LIME AND CEMENT YARD FOOT OF , PACIFIC H 96 HENRY",,,"LIME AND CEMENT YARD FOOT OF , PACIFIC H 96 HENRY",,,,,h in between,96,HENRY,,,H,,,,,,PACIFIC,,,,,,"LIME AND CEMENT YARD FOOT OF ,",
61 Pearl N Y h 44 Joralemon,Assume,61 PEARL N Y H 44 JORALEMON,61,PEARL N Y H 44 JORALEMON,,,,,,h in between,44,JORALEMON,,,H,,,,,61,PEARL,,,,,,N Y,
Front c Old slip N Y h 96 Clinton,Assume,FRONT C OLD SLIP N Y H 96 CLINTON,,,FRONT C OLD SLIP N Y H 96 CLINTON,,,,,h in between,96,CLINTON,,,H,,,,,,OLD SLIP,,,,,,FRONT C  N Y,
129 Atlantic h 360 Fulton,Assume,129 ATLANTIC H 360 FULTON,129,ATLANTIC H 360 FULTON,,,,,,h in between,360,FULTON,,,H,,,,,129,ATLANTIC,,,,,,,
N Y h 33 Henry c Middagh,Assume,N Y H 33 HENRY C MIDDAGH,,,N Y H 33 HENRY C MIDDAGH,,,,,h in between,33,MIDDAGH,,,HENRY C,,,,,,,,,,,,N Y,
129 Atlantic h 360 Fulton 284 BROOKLYN DIRECTORY.,Assume,129 ATLANTIC H 360 FULTON 284 BROOKLYN DIRECTORY.,129,ATLANTIC H 360 FULTON 284 BROOKLYN DIRECTORY.,,,,,,h in between,360,RECTOR,BROOKLYN,FULTON,284  DIY.,,,,,129,ATLANTIC,,,,,,,
N Y h 30 Butler,Assume,N Y H 30 BUTLER,,,N Y H 30 BUTLER,,,,,h in between,30,BUTLER,,,H,,,,,,,,,,,,N Y,
N Y h 62 Remsen,Assume,N Y H 62 REMSEN,,,N Y H 62 REMSEN,,,,,h in between,62,REMSEN,,,H,,,,,,,,,,,,N Y,
3 Front h 153 Adams,Assume,3 FRONT H 153 ADAMS,3,FRONT H 153 ADAMS,,,,,,h in between,153,ADAMS,,,H,,,,,3,FRONT,,,,,,,
236 Fulton h Boerum c Pacific,Assume,236 FULTON H BOERUM C PACIFIC,236,FULTON H BOERUM C PACIFIC,,,,,,h in between,,PACIFIC,,,BOERUM C,,,,,236,FULTON,,,,,,,
57 Cedar N Y h Harrison n Hicks,Assume,57 CEDAR N Y H HARRISON N HICKS,57,CEDAR N Y H HARRISON N HICKS,,,,,,h in between,,HICKS,HARRIS,,ON N,,,,,57,CEDAR,,,,,,N Y,
camphene and solar lamp store 41 James h Myrtle av n Skillman st,Assume,CAMPHENE AND SOLAR LAMP STORE 41 JAMES H MYRTLE AV N SKILLMAN ST,,,CAMPHENE AND SOLAR LAMP STORE 41 JAMES H MYRTLE AV N SKILLMAN ST,,,,,h in between,,SKILLMAN,,,MYRTLE AV N  ST,,,,,,JAMES,,,,,,CAMPHENE AND SOLAR LAMP STORE 41,
55 Maiden Lane N Y h 56,Assume,55 MAIDEN LANE N Y H 56,55,MAIDEN LANE N Y H 56,,,,,,h in between,,56,,,H,,,,,55,MAIDEN LA,,,,,,NE N Y,
139 Fulton h 86,Assume,139 FULTON H 86,139,FULTON H 86,,,,,,h in between,,86,,,H,,,,,139,FULTON,,,,,,,
Phcenix Bank N Y h 263 Atlantic,Assume,PHCENIX BANK N Y H 263 ATLANTIC,,,PHCENIX BANK N Y H 263 ATLANTIC,,,,,h in between,263,ATLANTIC,,,H,,,,,,BANK,,,,,,PHCENIX  N Y,
Eagle office h 192 Atlantic,Assume,EAGLE OFFICE H 192 ATLANTIC,,,EAGLE OFFICE H 192 ATLANTIC,,,,,h in between,192,ATLANTIC,,,H,,,,,,EAGLE,,,,,,OFFICE,
96 Main h 92,Assume,96 MAIN H 92,96,MAIN H 92,,,,,,h in between,,92,,,H,,,,,96,MAIN,,,,,,,
126 Front N Y h 49 Remsen,Assume,126 FRONT N Y H 49 REMSEN,126,FRONT N Y H 49 REMSEN,,,,,,h in between,49,REMSEN,,,H,,,,,126,FRONT,,,,,,N Y,
Boerum e Pacific h 169 Adams,Assume,BOERUM E PACIFIC H 169 ADAMS,,,BOERUM E PACIFIC H 169 ADAMS,,,,,h in between,169,ADAMS,,,H,,,,,,PACIFIC,,,,,,BOERUM E,
22 South N Y h 85 Fulton,Assume,22 SOUTH N Y H 85 FULTON,22,SOUTH N Y H 85 FULTON,,,,,,h in between,85,FULTON,,,H,,,,,,22,,,,,,SOUTH N Y,
27 Cliff N Y h 55 Johnson,Assume,27 CLIFF N Y H 55 JOHNSON,27,CLIFF N Y H 55 JOHNSON,,,,,,h in between,55,JOHNSON,,,H,,,,,27,CLIFF,,,,,,N Y,
2 Wall st N Y h Pacific n Smith,Assume,2 WALL ST N Y H PACIFIC N SMITH,2,WALL ST N Y H PACIFIC N SMITH,,,,,,h in between,,PACIFIC,,,N SMITH,,,,,2,WALL,,,,,,ST N Y,
16 Burling slip N Y h 2 Wyckoff Ã¢ÂÂ,Assume,16 BURLING SLIP N Y H 2 WYCKOFF ÃÂÂ,16,BURLING SLIP N Y H 2 WYCKOFF Ã¢ÂÂ,,,,,,h in between,2,WYCKOFF,,,ÃÂÂ,,,,,16,BURLING SLIP,,,,,,N Y,
61 Atlantic h Broadway c 35th st N Y,Assume,61 ATLANTIC H BROADWAY C 35TH ST N Y,61,ATLANTIC H BROADWAY C 35TH ST N Y,,,,,,h in between,,BROADWAY,,,C 35TST N Y,,,,,61,ATLANTIC,,,,,,,
134 Pearl N Y h Schermerhorn n Nevins,Assume,134 PEARL N Y H SCHERMERHORN N NEVINS,134,PEARL N Y H SCHERMERHORN N NEVINS,,,,,,h in between,,SCHERMERHORN,,,N NEVINS,,,,,134,PEARL,,,,,,N Y,
Fulton market N Y h 15 Hicks,Assume,FULTON MARKET N Y H 15 HICKS,,,FULTON MARKET N Y H 15 HICKS,,,,,h in between,15,HICKS,,,H,,,,,,FULTON MARKET,,,,,,N Y,
146 Jay h 286,Assume,146 JAY H 286,146,JAY H 286,,,,,,h in between,,286,,,H,,,,,146,JAY,,,,,,,
37 South N Y h 36 Cottage row Columbia n Union,Assume,37 SOUTH N Y H 36 COTTAGE ROW COLUMBIA N UNION,37,SOUTH N Y H 36 COTTAGE ROW COLUMBIA N UNION,,,,,,h in between,36,COLUMBIA,,UNION,COTTAGE ROW  N,,,,,,37,,,,,,SOUTH N Y,
Fulton c Henry h 93 Fulton,Assume,FULTON C HENRY H 93 FULTON,,,FULTON C HENRY H 93 FULTON,,,,,h in between,93,FULTON,,,H,,,,,,FULTON,,,,,,C HENRY,
120 Wall N Y h If) Schermerhorn,Assume,120 WALL N Y H IF) SCHERMERHORN,120,WALL N Y H IF) SCHERMERHORN,,,,,,h in between,,SCHERMERHORN,,,IF),,,,,120,WALL,,,,,,N Y,
Advertiser office 41 Fulton h Adelphi n Myrtle av alderman 1st ward) 130 Columbia,Assume,ADVERTISER OFFICE 41 FULTON H ADELPHI N MYRTLE AV ALDERMAN 1ST WARD) 130 COLUMBIA,,,ADVERTISER OFFICE 41 FULTON H ADELPHI N MYRTLE AV ALDERMAN 1ST WARD) 130 COLUMBIA,,,,,h in between,,COLUMBIA,ERMA,,ADELPHI N MYRTLE AV ALDN 1ST WARD) 130,,,,,,FULTON,,,,,,ADVERTISER OFFICE 41,
93 Wall NYÃ¢ÂÂ h 399 Atlantic,Assume,93 WALL NYÃÂÂ H 399 ATLANTIC,93,WALL NYÃ¢ÂÂ H 399 ATLANTIC,,,,,,h in between,399,ATLANTIC,,,H,,,,,93,WALL,,,,NY,,ÃÂÂ,
Graham n Flushing av h Kent n Flushing av,Assume,GRAHAM N FLUSHING AV H KENT N FLUSHING AV,,,GRAHAM N FLUSHING AV H KENT N FLUSHING AV,,,,,h in between,,KENT,FLUSHING,,N  AV,,,,,,GRAHAM,,,,FLUSHING,,N  AV,
3 Henry h 124 Adams c High,Assume,3 HENRY H 124 ADAMS C HIGH,3,HENRY H 124 ADAMS C HIGH,,,,,,h in between,124,ADAMS,,,C HIGH,,,,,3,HENRY,,,,,,,
10 Front h 35 Henry,Assume,10 FRONT H 35 HENRY,10,FRONT H 35 HENRY,,,,,,h in between,35,HENRY,,,H,,,,,10,FRONT,,,,,,,
62 William N Y h 33 Sydney place,Assume,62 WILLIAM N Y H 33 SYDNEY PLACE,62,WILLIAM N Y H 33 SYDNEY PLACE,,,,,,h in between,,33,,,SYDNEY PLACE,,,,,62,WILLIAM,,,,,,N Y,
N Y h 43 Willoughby,Assume,N Y H 43 WILLOUGHBY,,,N Y H 43 WILLOUGHBY,,,,,h in between,43,WILLOUGHBY,,,H,,,,,,,,,,,,N Y,
ButchersÃ¢ÂÂ and DroversÃ¢ÂÂ Bank N Y h 226 Bridge,Assume,BUTCHERSÃÂÂ AND DROVERSÃÂÂ BANK N Y H 226 BRIDGE,,,BUTCHERSÃ¢ÂÂ AND DROVERSÃ¢ÂÂ BANK N Y H 226 BRIDGE,,,,,h in between,226,RIDGE,,,B,,,,,,BANK,,,,,,BUTCHERSÃÂÂ AND DROVERSÃÂÂ  N Y,
185 Fulton h 175 Concord,Assume,185 FULTON H 175 CONCORD,185,FULTON H 175 CONCORD,,,,,,h in between,175,CONCORD,,,H,,,,,185,FULTON,,,,,,,
4 Front N Y h State n Court,Assume,4 FRONT N Y H STATE N COURT,4,FRONT N Y H STATE N COURT,,,,,,h in between,,STATE,,,N COURT,,,,,4,FRONT,,,,,,N Y,
71 William N Y h 85 Middagh,Assume,71 WILLIAM N Y H 85 MIDDAGH,71,WILLIAM N Y H 85 MIDDAGH,,,,,,h in between,85,MIDDAGH,,,H,,,,,71,WILLIAM,,,,,,N Y,
71 Bridge h 3 Char)es n Sands,Assume,71 BRIDGE H 3 CHAR)ES N SANDS,71,BRIDGE H 3 CHAR)ES N SANDS,,,,,,h in between,3,SANDS,,,CHAR)ES N,,,,,71,RIDGE,,,,,,B,
19 Platt N Y h 211 Pearl,Assume,19 PLATT N Y H 211 PEARL,19,PLATT N Y H 211 PEARL,,,,,,h in between,211,PEARL,,,H,,,,,19,PLATT,,,,,,N Y,
Atlantic c Furman h 143 Atlantic,Assume,ATLANTIC C FURMAN H 143 ATLANTIC,,,ATLANTIC C FURMAN H 143 ATLANTIC,,,,,h in between,143,ATLANTIC,,,H,,,,,,ATLANTIC,,,,,,C FURMAN,
47 Cedar N Y h 101 Clinton,Assume,47 CEDAR N Y H 101 CLINTON,47,CEDAR N Y H 101 CLINTON,,,,,,h in between,101,CLINTON,,,H,,,,,47,CEDAR,,,,,,N Y,
87 William N Y h 78 Myrtle av,Assume,87 WILLIAM N Y H 78 MYRTLE AV,87,WILLIAM N Y H 78 MYRTLE AV,,,,,,h in between,,78,,,MYRTLE AV,,,,,87,WILLIAM,,,,,,N Y,
76 William NYÃ¢ÂÂ h Livingston n Smith,Assume,76 WILLIAM NYÃÂÂ H LIVINGSTON N SMITH,76,WILLIAM NYÃ¢ÂÂ H LIVINGSTON N SMITH,,,,,,h in between,,LIVINGSTON,,,N SMITH,,,,,76,WILLIAM,,,,NY,,ÃÂÂ,
111 Nassau N Y h 31 Willoughby,Assume,111 NASSAU N Y H 31 WILLOUGHBY,111,NASSAU N Y H 31 WILLOUGHBY,,,,,,h in between,31,WILLOUGHBY,,,H,,,,,111,NASSAU,,,,,,N Y,
61 M''all N Y h Fulton av c Jay,Assume,61 M''ALL N Y H FULTON AV C JAY,61,M''ALL N Y H FULTON AV C JAY,,,,,,h in between,,FULTON,,,AV C JAY,,,,,,61,,,,,,M''ALL N Y,
Broadway n John NY' h 144 Jay,Assume,BROADWAY N JOHN NY' H 144 JAY,,,BROADWAY N JOHN NY' H 144 JAY,,,,,h in between,144,JAY,,,H,,,,,,BROADWAY,,,,NY,,N JOHN ',
379 PearlN Y h Clinton n Myrtle av,Assume,379 PEARLN Y H CLINTON N MYRTLE AV,379,PEARLN Y H CLINTON N MYRTLE AV,,,,,,h in between,,CLINTON,,,N MYRTLE AV,,,,,379,PEARL,,,,,,N Y,
180 Jay h 146 Pearl,Assume,180 JAY H 146 PEARL,180,JAY H 146 PEARL,,,,,,h in between,146,PEARL,,,H,,,,,180,JAY,,,,,,,
3d av n 26th st h 1 18th st Gowanus,Assume,3D AV N 26TH ST H 1 18TH ST GOWANUS,,,3D AV N 26TH ST H 1 18TH ST GOWANUS,,,,,h in between,1,18,,,TST GOWANUS,,,,,,26,,,,,,3D AV N TH ST,
N Y h 150.5 Prospect,Assume,N Y H 150.5 PROSPECT,,,N Y H 150.5 PROSPECT,,,,,h in between,150,PROSPECT,,,,,,,150.5,,,,,,,,N Y,
N Y h 74 Concord,Assume,N Y H 74 CONCORD,,,N Y H 74 CONCORD,,,,,h in between,74,CONCORD,,,H,,,,,,,,,,,,N Y,
Mechanics Bk NY h Clinton n Fulton av,Assume,MECHANICS BK NY H CLINTON N FULTON AV,,,MECHANICS BK NY H CLINTON N FULTON AV,,,,,h in between,,CLINTON,,FULTON,N  AV,,,,,,,,,,NY,,MECHANICS BK,
Fulton c Orange h 80 Henry n Kent uv,Assume,FULTON C ORANGE H 80 HENRY N KENT UV,,,FULTON C ORANGE H 80 HENRY N KENT UV,,,,,h in between,80,HENRY,,,N KENT UV,,,,,,FULTON,,,,,ORANGE,C,
3 Front N Y h 9 Butler,Assume,3 FRONT N Y H 9 BUTLER,3,FRONT N Y H 9 BUTLER,,,,,,h in between,9,BUTLER,,,H,,,,,3,FRONT,,,,,,N Y,
59 Broad N Y h Dean c Hoyt,Assume,59 BROAD N Y H DEAN C HOYT,59,BROAD N Y H DEAN C HOYT,,,,,,h in between,,DEAN,,,C HOYT,,,,,59,BROAD,,,,,,N Y,
8 Beaver N Y h 42 Ã¢ÂÂacific,Assume,8 BEAVER N Y H 42 ÃÂÂACIFIC,8,BEAVER N Y H 42 Ã¢ÂÂACIFIC,,,,,,h in between,,42,,,ÃÂÂACIFIC,,,,,8,BEAVER,,,,,,N Y,
54 Broad N Y' h 39 Baltic,Assume,54 BROAD N Y' H 39 BALTIC,54,BROAD N Y' H 39 BALTIC,,,,,,h in between,39,BALTIC,,,H,,,,,54,BROAD,,,,,,N Y',
N Y h Livingston n Bond,Assume,N Y H LIVINGSTON N BOND,,,N Y H LIVINGSTON N BOND,,,,,h in between,,LIVINGSTON,,,N BOND,,,,,,,,,,,,N Y,
39 Burling Slip N Y h 362 Atlantic,Assume,39 BURLING SLIP N Y H 362 ATLANTIC,39,BURLING SLIP N Y H 362 ATLANTIC,,,,,,h in between,362,ATLANTIC,,,H,,,,,39,BURLING SLIP,,,,,,N Y,
98 Pine N Y h 20 Sands,Assume,98 PINE N Y H 20 SANDS,98,PINE N Y H 20 SANDS,,,,,,h in between,20,SANDS,,,H,,,,,98,PINE,,,,,,N Y,
154 Atlantic h 152 refused) Mill c Smith,Assume,154 ATLANTIC H 152 REFUSED) MILL C SMITH,154,ATLANTIC H 152 REFUSED) MILL C SMITH,,,,,,h in between,152,SMITH,,,REFUSED) MILL C,,,,,154,ATLANTIC,,,,,,,
1S3 South N Y h 127 Myrtle av,Assume,1S3 SOUTH N Y H 127 MYRTLE AV,,,1S3 SOUTH N Y H 127 MYRTLE AV,,,,,h in between,,127,,,MYRTLE AV,,,,,,1,,,,,,S3 SOUTH N Y,
9 Myrtle av h 2S5 Adams,Assume,9 MYRTLE AV H 2S5 ADAMS,9,MYRTLE AV H 2S5 ADAMS,,,,,,h in between,,ADAMS,,,2S5,,,,,,9,,,,,,MYRTLE AV,
133 William N Y h 135 Duffield,Assume,133 WILLIAM N Y H 135 DUFFIELD,133,WILLIAM N Y H 135 DUFFIELD,,,,,,h in between,135,DUFFIELD,,,H,,,,,133,WILLIAM,,,,,,N Y,
N Y h 84 Willoughby,Assume,N Y H 84 WILLOUGHBY,,,N Y H 84 WILLOUGHBY,,,,,h in between,84,WILLOUGHBY,,,H,,,,,,,,,,,,N Y,
N Y h 10 Degraw Place,Assume,N Y H 10 DEGRAW PLACE,,,N Y H 10 DEGRAW PLACE,,,,,h in between,10,DEGRAW,,,PLACE,,,,,,,,,,,,N Y,
N Y h 49 Middagh,Assume,N Y H 49 MIDDAGH,,,N Y H 49 MIDDAGH,,,,,h in between,49,MIDDAGH,,,H,,,,,,,,,,,,N Y,
104 Fulton h 38 Prospect BROOKLYN DIF.ECTORY.,Assume,104 FULTON H 38 PROSPECT BROOKLYN DIF.ECTORY.,104,FULTON H 38 PROSPECT BROOKLYN DIF.ECTORY.,,,,,,h in between,38,PROSPECT,BROOKLYN,,DIF.ECTORY.,,,,,104,FULTON,,,,,,,
tailor 100 Fulton h 22 Willoughby,Assume,TAILOR 100 FULTON H 22 WILLOUGHBY,100,FULTON H 22 WILLOUGHBY,,,,,,h in between,22,WILLOUGHBY,,,H,,,,,100,FULTON,,,,,,TAILOR,
N Y h 14 Pacific n Court,Assume,N Y H 14 PACIFIC N COURT,,,N Y H 14 PACIFIC N COURT,,,,,h in between,14,PACIFIC,,,N COURT,,,,,,,,,,,,N Y,
clerk. Atlantic Bank h 199 Washington,Assume,CLERK. ATLANTIC BANK H 199 WASHINGTON,,,CLERK. ATLANTIC BANK H 199 WASHINGTON,,,,,h in between,199,WASHINGTON,,,H,,,,,,ATLANTIC,,,,,,CLERK.  BANK,
213 Gold and 106 High N Y h 260 Jay,Assume,213 GOLD AND 106 HIGH N Y H 260 JAY,213,GOLD AND 106 HIGH N Y H 260 JAY,,,,,,h in between,260,JAY,,,H,,,,,213,HIGH,,,,,,GOLD AND 106  N Y,
M D. Fulton e Pearl h 64 Willoughby,Assume,M D. FULTON E PEARL H 64 WILLOUGHBY,,,M D. FULTON E PEARL H 64 WILLOUGHBY,,,,,h in between,64,WILLOUGHBY,,,H,,,,,,FULTON,,,,,,M D.  E PEARL,
wholesale paints & oils 39 Fulton h Flatbush,Assume,WHOLESALE PAINTS & OILS 39 FULTON H FLATBUSH,,,WHOLESALE PAINTS & OILS 39 FULTON H FLATBUSH,,,,,h in between,,,FLATBUSH,,H,,,,,,FULTON,,,,,,WHOLESALE PAINTS & OILS 39,
107 Fulton h 107 Jay c Prospect,Assume,107 FULTON H 107 JAY C PROSPECT,107,FULTON H 107 JAY C PROSPECT,,,,,,h in between,107,PROSPECT,,,JAY C,,,,,107,FULTON,,,,,,,
"dry good merchant , N Y h 82 Hicks",Assume,"DRY GOOD MERCHANT , N Y H 82 HICKS",,,"DRY GOOD MERCHANT , N Y H 82 HICKS",,,,,h in between,82,HICKS,,,H,,,,,,,,,,,,"DRY GOOD MERCHANT , N Y",
Furman u Doughty h Livingston n Hoyt,Assume,FURMAN U DOUGHTY H LIVINGSTON N HOYT,,,FURMAN U DOUGHTY H LIVINGSTON N HOYT,,,,,h in between,,LIVINGSTON,,,N HOYT,,,,,,DOUGHTY,,,,,,FURMAN U,
Furman n Doughty h 64 Livingston,Assume,FURMAN N DOUGHTY H 64 LIVINGSTON,,,FURMAN N DOUGHTY H 64 LIVINGSTON,,,,,h in between,64,LIVINGSTON,,,H,,,,,,DOUGHTY,,,,,,FURMAN N,
23 Mer. Ex. N Y h Joralemon n Clinton,Assume,23 MER. EX. N Y H JORALEMON N CLINTON,23,MER. EX. N Y H JORALEMON N CLINTON,,,,,,h in between,,JORALEMON,,CLINTON,N,,,,,,23,,,,,,MER. EX. N Y,
5 Hague N Y h 2 Garden,Assume,5 HAGUE N Y H 2 GARDEN,5,HAGUE N Y H 2 GARDEN,,,,,,h in between,2,GARDEN,,,H,,,,,5,HAGUE,,,,,,N Y,
100 Fulton h 58 High,Assume,100 FULTON H 58 HIGH,100,FULTON H 58 HIGH,,,,,,h in between,58,HIGH,,,H,,,,,100,FULTON,,,,,,,
100 Fulton h 58 High,Assume,100 FULTON H 58 HIGH,100,FULTON H 58 HIGH,,,,,,h in between,58,HIGH,,,H,,,,,100,FULTON,,,,,,,
100 Water NY h 107 Smith,Assume,100 WATER NY H 107 SMITH,100,WATER NY H 107 SMITH,,,,,,h in between,107,SMITH,,,H,,,,,100,WATER,,,,NY,,,
169 Atlantic h 63 State,Assume,169 ATLANTIC H 63 STATE,169,ATLANTIC H 63 STATE,,,,,,h in between,63,STATE,,,H,,,,,169,ATLANTIC,,,,,,,
169 Atlantic h 63 State,Assume,169 ATLANTIC H 63 STATE,169,ATLANTIC H 63 STATE,,,,,,h in between,63,STATE,,,H,,,,,169,ATLANTIC,,,,,,,
68 Fulton h 55 Nassau,Assume,68 FULTON H 55 NASSAU,68,FULTON H 55 NASSAU,,,,,,h in between,55,NASSAU,,,H,,,,,68,FULTON,,,,,,,
69 Fulton h 35 Hicks,Assume,69 FULTON H 35 HICKS,69,FULTON H 35 HICKS,,,,,,h in between,35,HICKS,,,H,,,,,69,FULTON,,,,,,,
